TopographyDrainage,RiverManagement,Deforestation,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,WetlandLoss,InadequatePlanning,PoliticalFactors,rainfall_today,rainfall_last_3_days,rainfall_last_7_days,flood_reports_24h,waste_reports_24h,population_density,elevation,river_distance,drainage_score,climate_stress_index,drainage_risk_index,development_pressure,ecological_pressure,preparedness_gap,infrastructure_decay,agriculture_pressure,coastal_exposure,target
8,1,6,3,5,6,2,6,4,5,3,11,5,4,10,4,9,13,4,8,6,8,1,4,20,16,48,19,10,26,8,4,53.0
3,6,4,9,6,4,5,6,3,5,1,4,2,3,8,7,13,20,7,5,4,3,6,4,42,22,20,12,9,18,9,3,47.5
5,6,5,6,6,5,8,6,9,3,5,3,3,3,7,5,8,13,5,5,8,5,6,6,15,23,40,16,9,16,13,9,53.5
6,2,5,4,4,5,6,5,4,12,7,6,4,14,7,9,14,23,9,4,7,6,2,8,45,20,28,28,19,17,11,4,62.0
6,6,3,7,4,3,1,6,2,5,3,2,2,9,2,2,9,11,2,5,5,6,6,1,14,20,25,13,15,8,4,2,40.5
5,7,5,8,12,4,3,6,4,7,2,5,10,5,5,4,11,15,4,4,7,5,7,6,28,26,28,24,11,22,7,4,57.99999999999999
4,9,5,7,1,7,4,5,5,0,4,8,3,5,3,3,6,9,3,10,7,4,9,6,9,26,70,12,10,12,11,5,49.5
4,9,6,2,3,9,6,8,7,5,2,13,4,5,2,6,11,17,6,2,4,4,9,5,30,20,8,17,13,18,15,7,53.5
7,5,2,1,7,6,6,3,5,7,6,6,2,6,7,7,12,19,7,6,7,7,5,5,35,18,42,17,9,20,12,5,53.0
4,6,4,7,3,8,7,3,0,4,4,2,7,3,2,4,11,15,4,3,6,4,6,6,28,23,18,19,6,7,15,0,45.0
7,6,3,5,2,7,6,5,7,10,8,8,6,5,7,6,14,20,6,7,8,7,6,3,48,21,56,27,10,17,13,7,62.0
2,6,5,6,5,5,5,8,6,3,5,6,2,5,5,7,12,19,7,2,3,2,6,3,35,17,6,15,13,16,10,6,47.0
2,9,3,5,4,3,7,6,8,4,7,2,3,5,2,6,11,17,6,5,5,2,9,4,30,20,25,17,11,8,10,8,47.5
5,1,7,5,6,7,4,8,2,2,4,6,6,4,6,5,15,20,5,4,2,5,1,5,50,16,8,19,12,18,11,2,49.5
5,5,4,6,4,7,5,4,5,4,3,7,12,3,1,2,5,7,2,6,3,5,5,4,6,20,18,23,7,12,12,5,46.5
3,4,4,4,2,6,5,3,8,5,6,8,8,7,5,4,7,11,4,6,3,3,4,4,12,15,18,23,10,15,11,8,49.0
7,1,4,3,2,10,10,8,2,8,8,10,8,5,9,2,6,8,2,5,3,7,1,4,8,15,15,28,13,21,20,2,56.49999999999999
1,8,4,7,6,10,5,5,10,1,7,1,5,3,4,8,14,22,8,3,7,1,8,5,48,21,21,17,8,11,15,10,53.0
3,6,4,4,6,9,5,4,4,6,5,7,4,3,6,5,6,11,5,3,3,3,6,4,5,17,9,19,7,19,14,4,46.0
5,3,5,1,2,2,3,4,9,3,5,7,8,4,5,6,9,15,6,9,6,5,3,7,18,16,54,21,8,14,5,9,48.5
2,8,6,2,7,4,7,3,3,5,2,4,4,3,3,3,8,11,3,2,4,2,8,2,15,14,8,17,6,14,11,3,39.5
8,4,4,5,3,5,5,5,4,7,3,5,1,4,3,4,9,13,4,5,4,8,4,3,20,20,20,15,9,11,10,4,43.5
3,6,4,9,8,7,5,7,4,3,5,5,6,5,4,9,16,25,9,3,6,3,6,4,63,22,18,18,12,17,12,4,55.00000000000001
4,9,4,5,2,1,7,7,1,6,8,1,4,6,8,8,14,22,8,5,4,4,9,8,48,26,20,22,13,11,8,1,52.0
8,9,5,7,4,0,4,4,7,5,3,6,8,5,1,4,5,9,4,6,5,8,9,3,4,27,30,21,9,11,4,7,47.5
8,3,5,8,3,3,5,2,7,5,4,5,2,7,7,6,12,18,6,4,3,8,3,3,36,22,12,16,9,15,8,7,48.0
5,2,4,3,0,6,3,9,2,6,2,7,4,6,0,6,10,16,6,6,5,5,2,2,24,12,30,16,15,7,9,2,41.0
4,7,6,3,7,6,7,7,6,2,6,3,1,5,5,2,6,8,2,1,5,4,7,6,8,20,5,15,12,15,13,6,46.5
1,2,3,3,10,3,7,5,1,6,3,5,4,8,7,3,6,9,3,6,7,1,2,11,9,17,42,16,13,22,10,1,49.0
9,4,5,10,4,8,4,2,4,2,3,6,7,6,5,2,8,10,2,7,3,9,4,6,12,29,21,17,8,15,12,4,51.5
2,2,5,0,6,4,4,7,4,1,4,6,9,6,9,4,9,13,4,6,7,2,2,3,20,7,42,19,13,21,8,4,47.0
10,6,11,4,3,8,6,8,2,5,5,8,5,5,7,3,9,12,3,5,9,10,6,8,18,28,45,26,13,18,14,2,62.0
5,7,3,4,5,4,8,3,2,7,3,5,6,4,9,7,10,17,7,5,2,5,7,4,21,20,10,19,7,19,12,2,48.0
2,7,5,1,7,4,1,5,6,6,3,2,6,3,9,1,7,8,1,5,3,2,7,5,6,15,15,20,8,18,5,6,43.5
3,5,3,5,4,5,5,8,4,4,8,4,4,6,11,7,11,18,7,3,7,3,5,2,28,15,21,19,14,19,10,4,51.0
5,3,3,3,6,4,7,4,4,2,3,2,9,12,2,4,9,13,4,5,2,5,3,9,20,20,10,17,16,10,11,4,47.0
1,4,5,3,2,5,7,3,4,5,3,2,5,3,6,7,12,19,7,6,5,1,4,4,35,12,30,18,6,10,12,4,42.5
7,5,3,3,4,5,5,4,5,5,11,5,5,7,2,8,15,23,8,3,6,7,5,3,56,18,18,24,11,11,10,5,51.5
9,4,4,3,6,5,6,5,4,8,3,5,8,6,3,5,14,19,5,4,5,9,4,4,45,20,20,23,11,14,11,4,53.0
7,6,3,2,2,7,8,5,7,3,3,8,7,6,8,4,7,11,4,7,0,7,6,4,12,19,0,16,11,18,15,7,50.0
4,5,3,5,4,1,7,6,4,1,3,5,2,9,5,5,15,20,5,4,6,4,5,3,50,17,24,9,15,14,8,4,46.0
8,6,6,7,1,5,4,9,3,6,7,6,5,3,5,8,13,21,8,3,3,8,6,3,40,24,9,24,12,12,9,3,51.5
0,4,3,4,4,6,1,4,7,5,6,4,6,5,7,3,11,14,3,2,6,0,4,3,24,11,12,20,9,15,7,7,44.0
4,4,5,7,7,2,8,9,6,7,5,11,6,4,8,9,13,22,9,8,7,4,4,3,36,18,56,23,13,26,10,6,62.0
3,3,8,3,5,3,3,10,5,5,2,5,3,8,4,7,7,14,7,3,5,3,3,4,0,13,15,18,18,14,6,5,44.5
7,7,4,4,5,6,9,10,5,9,3,6,4,4,1,5,15,20,5,9,10,7,7,8,50,26,90,20,14,12,15,5,63.0
4,5,5,6,5,3,2,4,3,4,3,3,6,1,1,5,10,15,5,7,7,4,5,8,25,23,49,18,5,9,5,3,43.5
4,4,3,5,5,3,5,8,3,1,4,3,3,3,3,4,7,11,4,10,7,4,4,6,12,19,70,11,11,11,8,3,43.5
6,8,2,5,6,8,5,2,5,2,8,6,6,2,4,6,14,20,6,11,1,6,8,5,48,24,11,18,4,16,13,5,53.0
6,1,7,4,4,3,8,6,3,6,6,4,3,6,11,4,13,17,4,4,2,6,1,6,36,17,8,22,12,19,11,3,51.5
3,3,3,5,5,6,6,3,4,3,3,8,8,10,10,0,3,3,0,5,8,3,3,10,0,21,40,17,13,23,12,4,53.0
4,5,1,7,4,5,4,6,7,2,2,2,8,2,2,4,12,16,4,4,4,4,5,3,32,19,16,13,8,8,9,7,42.0
3,6,6,4,7,6,2,2,11,0,8,4,2,2,2,7,11,18,7,2,6,3,6,9,28,22,12,16,4,13,8,11,46.5
3,7,4,5,3,3,8,5,6,4,5,5,6,4,2,4,6,10,4,1,6,3,7,5,8,20,6,19,9,10,11,6,44.0
5,6,6,4,1,6,4,2,7,9,1,6,2,3,3,5,6,11,5,8,4,5,6,3,5,18,32,18,5,10,10,7,43.0
6,9,8,2,4,4,5,4,2,8,6,2,5,5,6,6,9,15,6,8,3,6,9,4,18,21,24,27,9,12,9,2,50.0
2,3,6,4,4,6,6,3,5,2,7,8,4,10,7,8,12,20,8,6,6,2,3,5,32,14,36,19,13,19,12,5,53.0
4,5,5,6,5,3,5,3,10,4,5,6,5,3,8,3,8,11,3,6,2,4,5,3,15,18,12,19,6,19,8,10,48.0
7,6,5,5,5,5,3,5,5,7,6,6,5,3,9,5,9,14,5,4,3,7,6,7,20,25,12,23,8,20,8,5,52.5
3,2,4,7,7,6,6,4,5,3,4,1,4,1,7,5,11,16,5,5,6,3,2,4,30,16,30,15,5,15,12,5,45.0
4,4,6,5,6,5,7,4,2,7,3,6,7,2,3,4,8,12,4,2,4,4,4,8,16,21,8,23,6,15,12,2,46.5
6,3,7,10,6,4,3,1,4,5,5,4,9,6,9,5,8,13,5,7,5,6,3,3,15,22,35,26,7,19,7,4,52.5
8,6,4,9,9,7,4,6,5,7,5,4,7,4,7,6,9,15,6,8,5,8,6,3,18,26,40,23,10,20,11,5,58.5
4,2,5,3,1,1,1,3,5,6,2,9,3,3,7,7,11,18,7,6,5,4,2,4,28,13,30,16,6,17,2,5,40.5
3,8,5,10,4,4,8,3,5,1,4,6,4,4,3,7,12,19,7,3,2,3,8,4,35,25,6,14,7,13,12,5,46.5
6,3,7,4,10,7,3,5,5,6,3,7,7,5,3,2,8,10,2,4,3,6,3,2,12,15,12,23,10,20,10,5,49.0
5,4,5,3,3,7,7,5,4,2,6,3,1,2,3,6,11,17,6,3,4,5,4,2,30,14,12,14,7,9,14,4,40.0
2,2,6,4,3,5,2,4,4,6,4,9,6,5,5,7,13,20,7,5,6,2,2,3,42,11,30,22,9,17,7,4,47.0
3,5,3,4,10,4,3,7,7,6,8,6,6,8,7,5,8,13,5,7,6,3,5,6,15,18,42,23,15,23,7,7,56.99999999999999
7,6,9,4,3,2,1,6,6,5,5,6,7,2,6,5,11,16,5,5,4,7,6,4,30,21,20,26,8,15,3,6,49.5
6,5,7,8,2,6,3,4,1,2,5,4,5,4,4,6,11,17,6,6,5,6,5,7,30,26,30,19,8,10,9,1,47.5
4,7,9,5,6,6,5,3,1,5,5,5,6,8,4,13,16,29,13,9,5,4,7,2,39,18,45,25,11,15,11,1,55.50000000000001
5,4,9,3,3,3,2,6,2,4,0,5,4,2,5,1,4,5,1,7,6,5,4,7,3,19,42,17,8,13,5,2,40.5
4,6,4,6,11,7,5,4,3,5,5,3,6,2,5,4,10,14,4,3,5,4,6,7,24,23,15,20,6,19,12,3,50.5
4,5,3,7,6,7,2,5,5,4,6,6,4,6,5,5,6,11,5,8,4,4,5,3,5,19,32,17,11,17,9,5,48.0
4,6,5,2,3,4,6,3,5,11,5,4,3,3,6,6,13,19,6,8,5,4,6,4,42,16,40,24,6,13,10,5,50.0
8,2,7,7,3,1,5,4,13,7,7,6,4,7,5,6,9,15,6,6,5,8,2,6,18,23,30,25,11,14,6,13,56.00000000000001
7,3,4,6,3,4,5,11,4,9,4,2,9,0,3,8,12,20,8,7,3,7,3,1,32,17,21,26,11,8,9,4,48.5
4,4,6,6,6,4,4,5,7,6,0,4,5,4,4,2,6,8,2,2,6,4,4,4,8,18,12,17,9,14,8,7,43.5
5,3,4,6,10,4,3,6,3,2,2,4,5,6,7,3,9,12,3,3,5,5,3,6,18,20,15,13,12,21,7,3,46.5
5,4,3,5,5,7,5,5,6,10,8,3,9,6,6,6,15,21,6,6,4,5,4,9,54,23,24,30,11,14,12,6,60.5
5,4,4,5,3,3,4,8,2,4,9,7,8,0,8,4,8,12,4,9,4,5,4,4,16,18,36,25,8,18,7,2,49.5
4,6,5,5,1,7,6,4,7,5,8,7,5,6,4,5,8,13,5,5,7,4,6,6,15,21,35,23,10,12,13,7,53.0
2,2,2,3,5,6,6,1,3,10,1,4,9,4,6,3,5,8,3,4,6,2,2,4,6,11,24,22,5,15,12,3,41.5
6,5,2,6,6,6,3,5,4,7,6,4,11,4,6,4,7,11,4,4,8,6,5,4,12,21,32,26,9,16,9,4,52.0
6,8,8,5,5,7,5,3,6,13,3,6,4,4,3,4,5,9,4,4,2,6,8,2,4,21,8,28,7,14,12,6,49.5
4,9,7,3,4,5,5,10,3,4,7,6,8,8,7,5,9,14,5,4,5,4,9,4,20,20,20,26,18,17,10,3,56.00000000000001
7,4,6,5,5,6,8,3,8,3,6,4,0,3,5,5,7,12,5,1,8,7,4,2,10,18,8,15,6,14,14,8,45.5
4,4,6,9,2,2,5,6,3,3,3,7,5,6,2,6,8,14,6,2,6,4,4,5,12,22,12,17,12,11,7,3,44.0
7,9,4,11,3,3,6,2,3,7,9,3,6,5,4,4,13,17,4,6,6,7,9,7,36,34,36,26,7,10,9,3,56.99999999999999
5,8,8,6,4,8,5,4,2,1,4,4,1,6,7,7,12,19,7,2,4,5,8,4,35,23,8,14,10,15,13,2,47.5
5,6,4,7,5,4,6,3,2,3,2,8,7,6,4,4,6,10,4,3,6,5,6,4,8,22,18,16,9,17,10,2,45.5
5,2,7,5,5,2,6,7,8,3,4,2,7,4,4,4,6,10,4,1,5,5,2,8,8,20,5,21,11,11,8,8,45.5
4,1,3,5,3,3,7,3,11,4,7,5,5,4,6,2,11,13,2,7,8,4,1,4,18,14,56,19,7,14,10,11,50.5
3,3,4,7,5,6,5,2,9,3,6,5,5,4,1,5,12,17,5,8,4,3,3,7,35,20,32,18,6,11,11,9,49.5
4,5,8,4,5,6,7,3,4,8,6,6,7,4,2,5,11,16,5,7,3,4,5,3,30,16,21,29,7,13,13,4,51.5
4,5,4,5,2,2,6,2,6,9,2,4,7,2,4,7,12,19,7,2,6,4,5,5,35,19,12,22,4,10,8,6,44.5
5,5,2,2,6,5,2,6,7,7,6,3,6,5,3,4,5,9,4,3,10,5,5,5,4,17,30,21,11,12,7,7,46.5
10,10,9,4,7,3,8,12,4,7,6,1,2,6,4,6,10,16,6,6,3,10,10,5,24,29,18,24,18,12,11,4,58.5
4,7,3,4,7,3,3,3,5,5,4,6,5,4,2,3,6,9,3,4,9,4,7,4,9,19,36,17,7,15,6,5,44.0
2,3,6,5,9,5,7,5,7,6,6,1,4,4,4,6,11,17,6,8,4,2,3,5,30,15,32,22,9,14,12,7,51.0
5,4,4,5,12,9,7,5,2,2,7,7,4,5,5,6,10,16,6,4,4,5,4,3,24,17,16,17,10,24,16,2,52.0
10,7,5,10,9,4,9,4,9,5,4,6,3,8,5,3,5,8,3,6,4,10,7,4,6,31,24,17,12,20,13,9,58.5
8,9,4,3,5,10,2,5,3,4,8,6,6,1,3,1,6,7,1,6,2,8,9,5,5,25,12,22,6,14,12,3,48.0
6,3,6,7,6,6,4,7,4,2,5,3,4,5,2,2,10,12,2,6,6,6,3,2,16,18,36,17,12,11,10,4,47.0
3,4,7,4,3,7,4,8,3,10,4,6,5,2,9,5,12,17,5,8,4,3,4,6,35,17,32,26,10,18,11,3,54.50000000000001
8,5,3,8,7,3,1,1,5,5,5,3,2,4,7,6,12,18,6,2,4,8,5,7,36,28,8,15,5,17,4,5,46.0
3,4,4,6,5,4,4,6,2,4,5,2,11,4,9,6,10,16,6,5,5,3,4,4,24,17,25,24,10,16,8,2,48.5
6,4,5,3,6,4,5,4,6,4,6,7,4,6,4,7,11,18,7,6,3,6,4,4,28,17,18,19,10,17,9,6,49.0
6,2,5,8,4,7,5,3,3,2,2,7,4,5,8,4,9,13,4,3,3,6,2,5,20,21,9,13,8,19,12,3,45.5
8,9,7,6,4,11,4,6,6,3,4,2,8,6,4,10,13,23,10,5,3,8,9,8,30,31,15,22,12,10,15,6,58.5
4,5,3,6,3,7,6,2,7,3,1,7,3,8,3,5,9,14,5,2,3,4,5,5,20,20,6,10,10,13,13,7,43.5
1,2,4,1,5,5,5,5,2,6,3,2,5,4,9,9,15,24,9,1,0,1,2,1,54,5,0,18,9,16,10,2,38.0
8,7,3,6,4,8,6,6,7,6,5,5,1,1,5,5,14,19,5,7,7,8,7,3,45,24,49,15,7,14,14,7,54.50000000000001
7,7,6,7,7,6,8,6,7,4,7,5,4,4,4,4,8,12,4,2,2,7,7,3,16,24,4,21,10,16,14,7,52.0
1,8,4,2,5,7,4,7,7,3,10,4,7,5,7,5,9,14,5,5,5,1,8,4,20,15,25,24,12,16,11,7,52.0
6,3,5,6,11,3,7,3,7,3,4,3,2,2,2,3,8,11,3,6,5,6,3,5,15,20,30,14,5,16,10,7,45.5
5,2,3,3,4,1,5,6,4,9,6,2,5,3,8,3,7,10,3,2,5,5,2,4,12,14,10,23,9,14,6,4,42.0
7,4,5,4,5,5,5,7,5,3,3,7,5,3,4,5,13,18,5,5,5,7,4,5,40,20,25,16,10,16,10,5,50.0
5,6,4,6,4,4,2,2,9,6,5,7,9,2,8,6,10,16,6,4,1,5,6,3,24,20,4,24,4,19,6,9,48.5
3,4,4,5,11,6,5,3,7,7,3,9,7,4,9,7,9,16,7,5,7,3,4,1,14,13,35,21,7,29,11,7,54.50000000000001
2,4,7,6,6,5,6,5,9,8,5,10,4,5,4,4,10,14,4,5,2,2,4,4,24,16,10,24,10,20,11,9,53.5
5,5,4,4,5,4,3,5,4,2,4,6,3,4,3,2,4,6,2,7,6,5,5,4,4,18,42,13,9,14,7,4,41.0
0,4,4,6,6,6,3,6,4,5,7,3,8,2,6,1,4,5,1,9,8,0,4,10,3,20,72,24,8,15,9,4,50.5
5,5,7,6,2,9,4,6,2,11,4,5,4,7,4,3,7,10,3,5,3,5,5,8,12,24,15,26,13,11,13,2,52.0
3,4,5,2,6,9,9,4,3,8,5,3,2,7,6,2,8,10,2,2,9,3,4,9,12,18,18,20,11,15,18,3,52.0
7,4,7,4,3,7,3,7,6,3,3,6,3,8,5,4,8,12,4,7,4,7,4,5,16,20,28,16,15,14,10,6,50.0
3,8,5,8,5,2,3,3,1,9,5,6,6,5,7,2,5,7,2,3,4,3,8,6,6,25,12,25,8,18,5,1,47.0
5,8,5,11,2,2,4,9,4,4,6,4,3,13,7,3,5,8,3,8,2,5,8,8,6,32,16,18,22,13,6,4,55.00000000000001
2,6,8,4,6,4,7,2,6,8,4,2,6,7,4,2,7,9,2,3,4,2,6,6,10,18,12,26,9,12,11,6,48.0
5,4,5,3,4,8,3,6,3,3,7,4,7,11,4,4,8,12,4,6,1,5,4,2,16,14,6,22,17,12,11,3,47.0
6,9,4,2,1,10,3,6,4,4,5,4,6,7,5,8,15,23,8,7,6,6,9,6,56,23,42,19,13,10,13,4,55.00000000000001
7,2,9,2,6,10,5,6,2,4,1,2,2,5,5,2,2,4,2,3,5,7,2,6,0,17,15,16,11,13,15,2,42.0
2,5,6,5,6,3,4,4,5,9,2,3,2,3,4,5,11,16,5,8,0,2,5,7,30,19,0,19,7,13,7,5,44.5
2,3,5,2,4,5,6,6,7,2,7,7,2,10,4,6,13,19,6,8,4,2,3,8,42,15,32,16,16,15,11,7,52.5
1,4,4,5,2,6,5,5,4,4,5,4,2,8,3,7,15,22,7,3,6,1,4,7,56,17,18,15,13,9,11,4,46.5
3,4,6,3,7,3,8,5,5,3,4,8,6,7,5,6,8,14,6,4,3,3,4,3,12,13,12,19,12,20,11,5,47.5
7,6,1,5,3,3,9,2,7,5,4,5,6,2,7,8,10,18,8,4,2,7,6,3,16,21,8,16,4,15,12,7,45.5
5,3,4,7,3,4,8,4,7,6,3,5,7,7,3,8,10,18,8,4,2,5,3,5,16,20,8,20,11,11,12,7,48.5
9,1,5,3,8,7,4,6,10,5,8,7,2,3,2,2,8,10,2,5,3,9,1,7,12,20,15,20,9,17,11,10,51.5
3,4,6,4,7,8,7,6,7,4,4,3,1,7,5,7,11,18,7,3,2,3,4,7,28,18,6,15,13,15,15,7,49.5
3,4,5,6,8,7,7,6,4,4,9,6,6,4,7,5,8,13,5,6,0,3,4,5,15,18,0,24,10,21,14,4,52.5
4,4,2,7,6,11,5,11,4,3,5,0,2,8,1,9,10,19,9,3,1,4,4,8,9,23,3,12,19,7,16,4,47.5
9,9,6,5,0,5,6,7,10,7,3,5,3,2,5,3,10,13,3,4,2,9,9,12,21,35,8,19,9,10,11,10,55.00000000000001
5,6,7,4,1,7,2,7,3,7,5,5,6,6,1,5,10,15,5,5,10,5,6,4,25,19,50,25,13,7,9,3,50.5
9,3,3,3,4,3,10,3,2,6,6,5,7,6,5,3,5,8,3,3,4,9,3,3,6,18,12,22,9,14,13,2,45.0
7,4,6,6,2,3,3,4,6,8,4,11,2,4,5,9,12,21,9,3,8,7,4,3,27,20,24,20,8,18,6,6,50.5
7,7,8,8,3,4,10,6,7,4,3,2,4,4,3,3,6,9,3,2,8,7,7,5,9,27,16,19,10,8,14,7,50.5
3,5,7,4,7,1,7,5,5,5,6,1,5,5,6,3,8,11,3,8,3,3,5,6,15,18,24,23,10,14,8,5,48.5
4,3,6,3,5,7,5,9,7,7,14,2,6,4,6,1,7,8,1,3,5,4,3,10,6,20,15,33,13,13,12,7,56.49999999999999
4,12,3,3,9,3,9,2,5,6,8,5,6,9,3,6,12,18,6,1,6,4,12,4,36,23,6,23,11,17,12,5,55.00000000000001
7,4,3,4,4,3,6,1,10,7,5,7,1,3,8,5,10,15,5,8,3,7,4,4,25,19,24,16,4,19,9,10,49.0
12,4,4,4,6,4,4,9,4,4,6,5,3,4,7,2,7,9,2,4,4,12,4,4,10,24,16,17,13,18,8,4,49.5
4,5,3,5,6,5,4,4,6,2,2,7,3,6,6,3,8,11,3,7,7,4,5,8,15,22,49,10,10,19,9,6,49.0
5,3,6,6,4,8,4,1,6,11,6,6,3,5,2,6,7,13,6,9,0,5,3,7,6,21,0,26,6,12,12,6,49.5
5,3,9,4,5,4,3,5,6,10,5,8,5,6,8,6,13,19,6,3,6,5,3,3,42,15,18,29,11,21,7,6,55.50000000000001
8,4,5,7,3,7,3,9,5,6,7,3,4,5,3,3,9,12,3,2,7,8,4,7,18,26,14,22,14,9,10,5,52.0
5,8,9,7,5,6,5,5,9,5,4,9,4,3,8,3,7,10,3,5,6,5,8,11,12,31,30,22,8,22,11,9,60.5
3,1,4,6,5,8,8,5,3,7,5,4,6,5,3,2,6,8,2,6,3,3,1,2,8,12,18,22,10,12,16,3,45.0
0,4,5,5,6,6,5,2,6,7,6,4,2,3,4,10,16,26,10,4,6,0,4,5,60,14,24,20,5,14,11,6,48.0
5,3,4,8,6,2,5,4,3,4,5,3,11,3,2,5,11,16,5,5,5,5,3,4,30,20,25,24,7,11,7,3,46.5
5,5,2,6,3,3,5,3,6,3,3,5,4,7,5,3,6,9,3,2,4,5,5,2,9,18,8,12,10,13,8,6,39.5
6,11,3,7,6,5,6,2,6,3,3,6,6,2,3,10,15,25,10,6,4,6,11,4,50,28,24,15,4,15,11,6,52.0
2,9,3,1,1,2,3,3,2,3,3,9,7,4,11,5,12,17,5,6,10,2,9,6,35,18,60,16,7,21,5,2,48.5
7,2,4,4,10,7,1,8,5,7,5,4,4,9,5,4,10,14,4,3,4,7,2,4,24,17,12,20,17,19,8,5,51.5
0,5,4,7,5,7,4,4,9,4,6,2,6,8,8,4,8,12,4,9,2,0,5,3,16,15,18,20,12,15,11,9,50.5
2,4,7,5,5,5,2,4,7,5,3,5,3,6,4,11,12,23,11,10,4,2,4,6,11,17,40,18,10,14,7,7,49.5
7,3,3,4,6,5,3,10,7,8,12,6,5,4,3,10,16,26,10,9,4,7,3,2,60,16,36,28,14,15,8,7,58.5
4,2,4,4,4,2,5,4,10,4,10,7,8,6,6,5,13,18,5,4,5,4,2,4,40,14,20,26,10,17,7,10,53.0
4,8,2,3,1,8,7,4,5,5,8,3,8,8,6,6,11,17,6,3,4,4,8,5,30,20,12,23,12,10,15,5,51.5
3,6,4,2,6,3,4,3,9,5,4,7,2,8,7,3,9,12,3,5,3,3,6,4,18,15,15,15,11,20,7,9,47.0
8,2,1,4,8,3,6,6,6,5,6,1,3,3,6,4,10,14,4,4,2,8,2,2,24,16,8,15,9,15,9,6,43.0
3,8,8,5,4,7,2,7,3,2,4,5,2,6,8,4,6,10,4,9,8,3,8,7,8,23,72,16,13,17,9,3,52.0
7,2,5,4,7,5,5,4,1,5,4,6,6,7,3,1,4,5,1,7,3,7,2,7,3,20,21,20,11,16,10,1,46.0
2,4,6,9,5,6,5,5,3,6,6,7,1,4,5,2,4,6,2,4,2,2,4,4,4,19,8,19,9,17,11,3,44.0
2,3,9,6,3,4,8,8,6,5,4,5,7,1,8,3,4,7,3,8,3,2,3,3,3,14,24,25,9,16,12,6,48.5
3,4,3,3,4,2,4,8,0,4,7,4,4,4,3,12,16,28,12,4,4,3,4,4,48,14,16,18,12,11,6,0,42.5
2,6,5,4,7,5,2,4,5,1,2,4,3,6,2,4,7,11,4,8,5,2,6,3,12,15,40,11,10,13,7,5,40.5
8,5,4,6,4,3,4,3,1,9,10,5,4,2,5,6,10,16,6,2,6,8,5,7,24,26,12,27,5,14,7,1,49.0
7,4,3,6,5,4,5,9,3,6,3,4,6,9,4,5,11,16,5,5,5,7,4,6,30,23,25,18,18,13,9,3,52.5
1,6,3,0,5,3,7,5,10,2,7,7,2,11,3,7,10,17,7,4,9,1,6,2,21,9,36,14,16,15,10,10,48.5
6,7,5,5,5,5,9,5,4,8,6,5,7,7,4,2,8,10,2,7,5,6,7,8,12,26,35,26,12,14,14,4,57.99999999999999
9,6,2,4,3,3,5,4,7,8,5,4,6,5,7,5,8,13,5,5,2,9,6,9,15,28,10,21,9,14,8,7,51.0
7,9,4,6,3,2,5,5,5,3,3,10,6,3,4,4,9,13,4,9,5,7,9,9,20,31,45,16,8,17,7,5,53.5
4,2,5,10,4,7,7,7,2,4,9,5,5,4,3,4,11,15,4,5,4,4,2,3,28,19,20,23,11,12,14,2,50.5
7,4,4,2,2,2,6,7,7,4,6,7,4,6,3,6,10,16,6,4,11,7,4,6,24,19,44,18,13,12,8,7,51.0
4,9,7,2,4,4,4,4,5,1,2,7,9,5,4,4,15,19,4,5,5,4,9,7,44,22,25,19,9,15,8,5,51.5
7,2,5,3,7,8,4,6,4,5,2,7,3,2,5,9,11,20,9,6,5,7,2,8,18,20,30,15,8,19,12,4,50.0
2,2,5,6,5,8,3,2,7,5,5,8,1,6,8,2,6,8,2,5,4,2,2,4,8,14,20,16,8,21,11,7,46.0
6,2,2,3,2,8,4,4,3,7,5,4,4,3,6,2,5,7,2,6,4,6,2,4,6,15,24,18,7,12,12,3,41.0
6,9,6,2,8,8,2,3,2,3,5,6,7,14,4,6,10,16,6,11,5,6,9,4,24,21,55,21,17,18,10,2,57.49999999999999
4,5,5,4,3,2,7,5,5,4,3,6,5,2,5,3,12,15,3,1,2,4,5,3,27,16,2,17,7,14,9,5,41.5
8,6,6,4,5,4,5,1,7,5,2,4,6,4,9,9,17,26,9,9,7,8,6,2,72,20,63,19,5,18,9,7,55.50000000000001
4,5,4,4,1,5,5,9,3,8,9,7,1,7,8,4,6,10,4,3,6,4,5,4,8,17,18,22,16,16,10,3,49.5
2,3,5,6,7,2,5,4,6,7,5,2,4,6,4,4,9,13,4,6,4,2,3,6,20,17,24,21,10,13,7,6,46.5
4,3,6,7,7,4,8,4,3,7,8,4,6,6,5,8,16,24,8,2,6,4,3,3,64,17,12,27,10,16,12,3,54.50000000000001
4,5,5,4,5,3,8,3,6,5,5,6,7,3,10,6,11,17,6,5,7,4,5,8,30,21,35,22,6,21,11,6,55.00000000000001
7,4,7,4,1,3,3,11,5,7,8,6,5,3,5,2,8,10,2,4,1,7,4,3,12,18,4,27,14,12,6,5,47.5
7,8,6,3,6,7,8,3,10,4,7,4,5,5,8,4,10,14,4,5,5,7,8,5,24,23,25,22,8,18,15,10,57.99999999999999
4,6,3,5,3,6,2,8,7,8,1,4,3,5,0,5,6,11,5,5,7,4,6,6,5,21,35,15,13,7,8,7,44.5
